assembly_accession,locus_tag,product_accession,contigID,start,end
GCA_001508745.1,XD40_1775,KUJ93048.1,,18939,19475
GCA_000979515.1,DU35_15655,KKG44334.1,,12069,13832
GCA_002495025.1,NABFEOIC_01130,NABFEOIC_01130,,1721,2602
GCA_001571405.1,FKDNEIIE_00736,FKDNEIIE_00736,,69528,70394
GCA_000189935.2,AABMKBHA_00170,AABMKBHA_00170,,38021,39124
GCA_001577775.1,TQ32_03900,AMM53716.1,,725647,726156
GCA_000504565.2,HISP_17955,AHB67947.1,,91991,93073
GCA_002010155.1,KDDMKHMK_02585,KDDMKHMK_02585,,3173,3649
GCA_000281695.1,NJ7G_0925,AFO56173.1,,836379,837449
GCA_000213215.1,Ahos_0359,AEE93250.1,,359633,360886
GCA_002494785.1,PAMJGCOD_00056,PAMJGCOD_00056,,47205,47468
GCA_002506095.1,ALKMMDLD_01683,ALKMMDLD_01683,,5413,6444
GCA_001726015.1,A8273_1617,ODV49093.1,,61233,61997
GCA_000215995.1,PYCH_14440,AEH25114.1,,1262008,1264347
GCA_000337035.1,C464_16757,ELZ43396.1,,99080,99841
GCA_000025505.1,Ferp_1317,ADC65470.1,,1131859,1132485
GCA_000371805.1,IGBKDIJD_00734,IGBKDIJD_00734,,642025,643098
GCA_002878225.1,C0171_00325,PMP92613.1,,1,1464
GCA_900079115.1,SSOP1_1524,SAI85078.1,,1339017,1340735
GCA_001560305.1,PJMKINCC_01299,PJMKINCC_01299,,13584,14489
GCA_000591035.1,ACAM_0353,BAN89822.1,,321587,322432
GCA_001316165.1,OADDBBNO_00614,OADDBBNO_00614,,46303,46686
GCA_002508505.1,NCMODBLN_00416,NCMODBLN_00416,,20458,21417
GCA_002215445.1,NJIMJNHF_01877,NJIMJNHF_01877,,1715342,1716526
GCA_001871475.1,AUJ17_04220,OIO20997.1,,30635,31618
GCA_000193375.1,TUZN_1991,AEA13449.1,,1726493,1727143
GCA_002010075.1,CBEJEKJO_01398,CBEJEKJO_01398,,13823,14731
GCA_002498065.1,OBIMILLO_01726,OBIMILLO_01726,,28843,29625
GCA_000189795.2,JOHFCPGL_00683,JOHFCPGL_00683,,59876,60670
GCA_000979385.1,EO92_09485,KKG10654.1,,9831,10121
GCA_000245115.2,ELEAMKNB_01976,ELEAMKNB_01976,,32365,33330
GCA_000190075.2,HJECHJCB_01958,HJECHJCB_01958,,9415,9924
GCA_001560765.1,HODOBGIE_01092,HODOBGIE_01092,,169828,170583
GCA_000690595.2,HTG_19140,OAQ51091.1,,4035,6863
GCA_000739065.1,JH146_0426,AIJ05276.1,,422680,423390
GCA_000979115.1,DU58_12385,KKH23877.1,,11743,12714
GCA_000784355.1,FHEJMPDJ_00557,FHEJMPDJ_00557,,34992,35843
GCA_001560305.1,PJMKINCC_01337,PJMKINCC_01337,,55745,56500
GCA_000980085.1,DU78_14105,KKH82985.1,,9505,10494
GCA_002506455.1,ADCKCHDA_00735,ADCKCHDA_00735,,45838,46527
GCA_000979455.1,EO98_18975,KKG19350.1,,9200,10417
GCA_002011215.1,MOAEJBEB_01227,MOAEJBEB_01227,,9010,9753
GCA_000215995.1,PYCH_08050,AEH24490.1,,705502,706536
GCA_001477655.1,sm9_1184,ALT68967.1,,1311017,1311778
GCA_000470655.1,HTIA_1585,CCQ33712.1,,1581272,1582084
GCA_001316045.1,IKCEDMHP_02864,IKCEDMHP_02864,,3509,4711
GCA_001189275.1,PYWP30_00789,AKT34431.1,,690604,691248
GCA_001560485.1,ILINOBIP_01785,ILINOBIP_01785,,15906,16667
GCA_900248165.1,NCAV_0674,SPC33855.1,,593362,594123
GCA_000336695.1,C448_15309,EMA39437.1,,125343,127475
GCA_000398505.1,CLFOFECK_00289,CLFOFECK_00289,,39227,40027
GCA_002855745.1,B7L53_01165,PLJ78583.1,,235955,236245
GCA_000025525.1,MFS40622_1178,ADC69855.1,,1148986,1149693
GCA_001560455.1,GALLAPDK_02201,GALLAPDK_02201,,33247,33852
GCA_000979665.1,DU67_12475,KKG67025.1,,12248,13015
GCA_000980155.1,DU81_13830,KKI05695.1,,9317,9583
GCA_002215305.1,ABJOBNHB_02852,ABJOBNHB_02852,,25986,26978
GCA_002502925.1,NGHCGJDK_00545,NGHCGJDK_00545,,66268,67392
GCA_001560525.1,NGHHJGKP_02145,NGHHJGKP_02145,,105366,106655
GCA_001559985.1,BBNBGPAA_01773,BBNBGPAA_01773,,398745,399212
GCA_002813085.1,BK798_04420,ATZ59716.1,,868669,871032
GCA_000336715.1,C451_01778,EMA56568.1,,36272,36544
GCA_000496135.1,AMDU2_EPLC00006G0159,EQB66602.1,,164225,165922
GCA_000245255.2,OEHBGHGL_02963,OEHBGHGL_02963,,909592,910377
GCA_000402775.1,OCMACOFL_00352,OCMACOFL_00352,,6408,6809
GCA_900114585.1,SAMN02910297_01655,SFL74564.1,,4346,5062
GCA_002508765.1,HGKIOEGM_01883,HGKIOEGM_01883,,16957,17364
GCA_000621965.1,KOPIIBIJ_00613,KOPIIBIJ_00613,,34159,34986
GCA_900108505.1,SAMN05192561_12113,SEH65202.1,,9276,9884
GCA_000711905.1,ENACBEBM_00040,ENACBEBM_00040,,3793,4758
GCA_002495725.1,GIJNIGPB_01060,GIJNIGPB_01060,,10738,11649
GCA_002501725.1,LDOBEMPF_01383,LDOBEMPF_01383,,9386,9658
GCA_002506095.1,ALKMMDLD_01203,ALKMMDLD_01203,,50626,52236
GCA_000194625.1,Arcve_0778,AEA46794.1,,663018,663281
GCA_002252805.1,DJ80_12155,OYR61586.1,,7974,10127
GCA_002505895.1,HOPMLNDI_01825,HOPMLNDI_01825,,11879,14140
GCA_000258515.1,PMECMBPP_01556,PMECMBPP_01556,,383791,384135
GCA_002503785.1,MBHAICDA_00565,MBHAICDA_00565,,32726,33598
GCA_002215445.1,NJIMJNHF_01877,NJIMJNHF_01877,,1715342,1716526
GCA_001748385.1,CDOAMCFG_01920,CDOAMCFG_01920,,80808,83198
GCA_000979255.1,DU77_03095,KKH74282.1,,34056,34730
GCA_000026045.1,NP_3274A,CAI49728.1,,1577537,1578532
GCA_000151085.1,ABOONEI_1415,EDY34615.1,,45711,46421
GCA_000691505.2,EL22_23030,KDE56713.1,,168813,169025
GCA_002215485.1,NDPOHDCN_02071,NDPOHDCN_02071,,1905498,1906259
GCA_000022425.1,M1627_0962,ACP54887.1,,944019,944285
GCA_000017165.1,Mevan_0115,ABR54028.1,,126714,127004
GCA_001953745.1,A6E15_08040,OLZ40945.1,,1608275,1610395
GCA_000979735.1,DU61_07495,KKG84139.1,,6364,8541
GCA_000022405.1,M1425_0904,ACP37699.1,,866516,867235
GCA_000979825.1,DU62_17525,KKH06371.1,,16444,17661
GCA_001458655.1,MB9_0875,CEL24516.1,,899026,899544
GCA_000190055.2,FPKNIGDP_01866,FPKNIGDP_01866,,2530,4734
GCA_000447225.1,AMDU1_APLC00023G0002,EQB71555.1,,517,1401
GCA_000020905.1,DKAM_0776,ACL11102.1,,745276,746184
GCA_000970265.1,MSLAZ_2292,AKB75553.1,,2978715,2979686
GCA_000979595.1,DU64_08960,KKG61565.1,,8843,10348
GCA_000591035.1,ACAM_0781,BAN90250.1,,731487,732407
GCA_000211475.1,PNA2_0350,AEC51267.1,,299839,300456
GCA_000022425.1,M1627_0961,ACP54886.1,,943104,944018
GCA_002508665.1,MIFEAEBD_00746,MIFEAEBD_00746,,132944,134725
GCA_001560405.1,CBFEEOME_01670,CBFEEOME_01670,,69244,69930
GCA_002494795.1,LOIIAHKI_00948,LOIIAHKI_00948,,3345,3872
GCA_000012285.1,Saci_2043,AAY81339.1,,1861364,1862125
GCA_000190055.2,FPKNIGDP_01871,FPKNIGDP_01871,,8045,8773
GCA_001266695.1,MsedC_1178,AKV78683.1,,1124902,1125750
GCA_001316045.1,IKCEDMHP_02462,IKCEDMHP_02462,,5134,5736
GCA_001560675.1,JCCFAKJJ_02232,JCCFAKJJ_02232,,39122,39589
GCA_900069765.1,KJKELFHJ_02223,KJKELFHJ_02223,,44002,44640
GCA_002497365.1,GKALIOIL_01288,GKALIOIL_01288,,186809,187402
GCA_000495475.1,K933_17362,ESP86778.1,,1131,1502
GCA_000980025.1,DU87_09145,KKH68245.1,,13409,14380
GCA_000006175.2,Mvol_0532,ADI36192.1,,553177,554007
GCA_000978945.1,DU49_18410,KKG34440.1,,220,648
GCA_002215565.1,IPGMGJGF_01831,IPGMGJGF_01831,,1669826,1670743
GCA_002813695.1,BK009_02045,AUB59565.1,,410673,413153
GCA_000966265.1,CGFPMDEN_02376,CGFPMDEN_02376,,371440,372231
GCA_001639275.1,MBORA_13220,KZX12093.1,,8732,9013
GCA_000979755.1,DU69_11675,KKG89082.1,,7143,7751
GCA_001560275.1,GKBDGCJL_02245,GKBDGCJL_02245,,212542,212838
GCA_002498315.1,FPMGBNGP_01911,FPMGBNGP_01911,,474713,475264
GCA_002010295.1,IFLJFIHJ_01353,IFLJFIHJ_01353,,32568,33452
GCA_002839675.1,CVV30_09865,PKL68225.1,,78204,79358
GCA_002839605.1,CVV32_04450,PKL65244.1,,114245,114538
GCA_000337315.1,C498_09701,ELY32091.1,,58103,58636
GCA_000024625.1,Metvu_0008,ACX71881.1,,9237,9839
GCA_002498315.1,FPMGBNGP_01063,FPMGBNGP_01063,,666466,667434
GCA_001571385.1,LMGJKCFM_01465,LMGJKCFM_01465,,1444634,1445665
GCA_001481635.1,ATZ20_10850,ALU32595.1,,2068041,2068877
GCA_000979735.1,DU61_05865,KKG81920.1,,42739,44502
GCA_000012545.1,Msp_0423,ABC56824.1,,488317,488814
GCA_001559955.1,EBAHONHF_01604,EBAHONHF_01604,,19657,20508
GCA_000364745.1,SiL_0387,AGJ61861.1,,338985,339695
GCA_001508185.1,XD62_1324,KUK29592.1,,1146,3497
GCA_000970225.1,MSMAL_0672,AKB67215.1,,809604,810779
GCA_002503785.1,MBHAICDA_00564,MBHAICDA_00564,,32416,32736
GCA_002498905.1,PNJKPFND_00009,PNJKPFND_00009,,9648,10373
GCA_001560195.1,AHFFPLAJ_00600,AHFFPLAJ_00600,,139993,140658
GCA_002504745.1,CJLHIHNE_00609,CJLHIHNE_00609,,8827,9792
GCA_000979555.1,DU41_00565,KKG47303.1,,882,1964
GCA_001560815.1,OFIGAABH_00883,OFIGAABH_00883,,286735,287346
GCA_001571385.1,LMGJKCFM_00953,LMGJKCFM_00953,,922190,922741
GCA_000979925.1,DU85_15740,KKH52444.1,,9533,10522
GCA_001560835.1,EILDKIMM_00460,EILDKIMM_00460,,457072,457827
GCA_000970005.1,MSWH1_2429,AKB22700.1,,2974474,2975097
GCA_001560755.1,BMOELBDG_00737,BMOELBDG_00737,,713067,713534
GCA_002508845.1,DGGNGDNJ_00724,DGGNGDNJ_00724,,33217,33741
GCA_000017945.1,Igni_0463,ABU81646.1,,408078,411029
GCA_000243315.1,MetMK1DRAFT_00004290,EHP69927.1,,211223,211870
GCA_002505535.1,BAMHNMGP_00968,BAMHNMGP_00968,,7429,8181
GCA_000970005.1,MSWH1_2438,AKB22709.1,,2989044,2989472
GCA_900012635.1,CHITON_0192,CUX76971.1,,156672,158927
GCA_000979855.1,DU65_11720,KKH16218.1,,11371,12342
GCA_001560125.1,DBBCKIFB_00029,DBBCKIFB_00029,,31780,32541
GCA_000949015.1,TZ01_03155,KJE50066.1,,635958,636218
GCA_001484685.1,ADU37_CDS06130,ALV62312.1,,536622,537359
GCA_002504585.1,EICDJABF_00248,EICDJABF_00248,,30185,30850
GCA_000980135.1,DU84_02415,KKH94590.1,,90302,91123
GCA_002761295.1,BKM01_07130,ATU08566.1,,1386748,1388391
GCA_000769655.1,TEU_10820,AIU70785.1,,1972947,1973666
GCA_001560085.1,KKBOFOMO_01984,KKBOFOMO_01984,,541572,542408
GCA_002839675.1,CVV30_10310,PKL68309.1,,166386,167417
GCA_000446015.1,N186_03670,AGT35096.1,,629723,631555
GCA_001766815.1,SCAL_001103,OFV67728.1,,137856,138425
GCA_001560355.1,DBFJMMEK_02354,DBFJMMEK_02354,,56904,57755
GCA_001266655.1,MsedA_1178,AKV74192.1,,1124904,1125752
GCA_002011165.1,KINEACGF_00358,KINEACGF_00358,,105374,105637
GCA_000151085.1,ABOONEI_1392,EDY34592.1,,41653,42300
GCA_000800805.1,Mpt1_c09980,AIZ56871.1,,1020919,1021191
GCA_000008645.1,MTH_1084,AAB85573.1,,999658,1000662
GCA_000734035.1,AFULGI_00021340,AIG98872.1,,1843936,1845576
GCA_002495445.1,GLIMAOAA_00829,GLIMAOAA_00829,,61267,61992
GCA_001316165.1,OADDBBNO_00603,OADDBBNO_00603,,40172,40537
GCA_001508695.1,XE11_1803,KUL02333.1,,2989,3840
GCA_002499755.1,KGANPNEC_02791,KGANPNEC_02791,,60292,60954
GCA_000190155.2,BBHNILEB_00102,BBHNILEB_00102,,30019,31026
GCA_000213215.1,Ahos_1743,AEE94620.1,,1579373,1580830
GCA_001560725.1,OHBKOFBI_00032,OHBKOFBI_00032,,36772,37614
GCA_002078205.2,B7L70_02210,PLC68706.1,,35252,36247
GCA_000022485.1,YN1551_2120,ACP49141.1,,1890577,1890846
GCA_000022485.1,YN1551_2095,ACP49119.1,,1866821,1867033
GCA_002487355.1,AOIFKBFE_02817,AOIFKBFE_02817,,111722,112303
GCA_000978945.1,DU49_08925,KKG30227.1,,14101,15450
GCA_001560555.1,JNMGENJO_01988,JNMGENJO_01988,,321927,322613
GCA_000025525.1,MFS40622_0582,ADC69273.1,,567202,567939
GCA_000685155.1,ANME2D_00277,KCZ73217.1,,250034,250960
GCA_001560795.1,DKHEPMGO_00031,DKHEPMGO_00031,,33535,34140
GCA_000016605.1,Msed_1137,ABP95298.1,,1073299,1074216
GCA_000979385.1,EO92_09500,KKG10657.1,,11926,12774
GCA_900177455.1,SAMN06264941_0934,SMH35104.1,,902452,903249
GCA_001560595.1,EINEJKDB_00005,EINEJKDB_00005,,4361,5212
GCA_002504745.1,CJLHIHNE_00605,CJLHIHNE_00605,,5301,5957
GCA_002499445.1,ACBPDHNH_01213,ACBPDHNH_01213,,109809,110867
GCA_002214605.1,A3L04_02760,ASJ16074.1,,516365,517663
GCA_000007225.1,PAE0081,AAL62548.1,,43478,44386
GCA_000565255.1,ASUL_09459,EWG06463.1,,3081,3980
GCA_002501655.1,JLJEEGKO_02088,JLJEEGKO_02088,,43168,43872
GCA_000306725.1,Mpsy_0184,AFV22397.1,,194666,195880
GCA_000430485.1,AEIHIJLH_01736,AEIHIJLH_01736,,155440,158025
GCA_001560605.1,BPJJOKJI_02290,BPJJOKJI_02290,,90534,90935
GCA_002505765.1,MPLNHLNP_01258,MPLNHLNP_01258,,23568,25781
GCA_900079115.1,SSOP1_1527,SAI85081.1,,1341840,1342898
GCA_001560685.1,ILGFBMPN_01571,ILGFBMPN_01571,,41662,42129
GCA_002506225.1,ONAJANBF_01033,ONAJANBF_01033,,9264,9554
GCA_000364745.1,SiL_0605,AGJ62070.1,,583667,584536
GCA_002204655.1,B2I18_01875,OWP55478.1,,154240,154755
GCA_001940665.1,OdinLCB4_03060,OLS18604.1,,121191,122078
GCA_002763265.1,COT72_04375,PIN99797.1,,17914,18888
GCA_000253055.1,TTX_1272,CCC81906.1,,1113079,1113888
GCA_002499375.1,KBLGLLBP_01111,KBLGLLBP_01111,,3360,4343
GCA_000308215.1,HBHAPLFH_00912,HBHAPLFH_00912,,160080,161306
GCA_000011105.1,,BAA30861.1,,1530691,1531344
GCA_001266715.1,MsedD_1161,AKV80914.1,,1081141,1081506
GCA_002788615.1,CO038_03350,PJC44498.1,,2722,3300
GCA_001266675.1,MsedB_1169,AKV76422.1,,1095697,1096347
GCA_000009965.1,TK2253,BAD86442.1,,2043781,2044530
GCA_001560305.1,PJMKINCC_02347,PJMKINCC_02347,,162808,163494
GCA_000258515.1,PMECMBPP_00739,PMECMBPP_00739,,694129,695022
GCA_001592435.1,A0127_00240,AMQ17705.1,,47767,48480
GCA_001560675.1,JCCFAKJJ_01171,JCCFAKJJ_01171,,84666,85352
GCA_002503205.1,OJKIOIMM_01624,OJKIOIMM_01624,,675,935
GCA_900114585.1,SAMN02910297_01825,SFL81652.1,,7192,8196
GCA_001488575.1,HHUB_4139,CQH63630.1,,133335,134327
GCA_002214605.1,A3L04_09075,ASJ17206.1,,1647302,1650487
GCA_002116695.1,B6F84_00140,ARM74592.1,,65092,65850
GCA_002507025.1,OJGHGGOH_01759,OJGHGGOH_01759,,37249,38607
GCA_000245155.2,LAIGOEOD_02948,LAIGOEOD_02948,,896084,896806
GCA_000245195.2,GPBCAKMG_02842,GPBCAKMG_02842,,854310,854651
GCA_000341715.1,MmTuc01_0578,AGF95998.1,,578765,579664
GCA_001560555.1,JNMGENJO_02027,JNMGENJO_02027,,34899,35660
GCA_000970205.1,MSMAS_0749,AKB63945.1,,895824,896591
GCA_000979275.1,DU82_17845,KKH80450.1,,30827,32332
GCA_900111485.1,SAMN04488694_15418,SEU12492.1,,6117,8300
GCA_001316085.1,CIBGEIDD_02567,CIBGEIDD_02567,,6949,7728
GCA_000966265.1,CGFPMDEN_00249,CGFPMDEN_00249,,67829,68086
GCA_000243315.1,MetMK1DRAFT_00016790,EHP69653.1,,2607,3329
GCA_000385565.1,Asulf_01249,AGK61245.1,,1145240,1147525
GCA_000979505.1,DU30_12740,KKG32394.1,,13848,14819
GCA_000979895.1,DU37_16615,KKH28659.1,,14212,14802
GCA_000980175.1,DU83_00435,KKI05935.1,,19260,20765
GCA_000215915.3,HLRTI_001207,ERJ06791.1,,78725,79795
GCA_001560835.1,EILDKIMM_00298,EILDKIMM_00298,,298217,299059
GCA_000978945.1,DU49_08935,KKG30229.1,,16456,17079
GCA_000747605.1,HA72_1140,AIM27287.1,,1077167,1077925
GCA_900114585.1,SAMN02910297_01784,SFL80072.1,,5595,6056
GCA_002505925.1,ELPLKGLN_00801,ELPLKGLN_00801,,12233,14494
GCA_000189555.1,SiRe_0597,ADX84680.1,,576001,576942
GCA_001560405.1,CBFEEOME_01668,CBFEEOME_01668,,67749,68933
GCA_900107665.1,SAMN04488065_2958,SEA40113.1,,23296,23844
GCA_001462205.1,DKOEDFFK_02117,DKOEDFFK_02117,,6611,7744
GCA_000969945.1,MSKOL_0589,AKB46366.1,,728391,729362
GCA_900100715.1,SAMN04488589_2768,SDG34759.1,,10223,11209
GCA_000979025.1,DU57_01050,KKG85017.1,,2289,2879
GCA_900111485.1,SAMN04488694_12922,SEU03211.1,,21154,21426
GCA_000979595.1,DU64_17125,KKG65632.1,,15213,15812
GCA_002506085.1,GIHHICAA_00858,GIHHICAA_00858,,38005,39954
GCA_000243315.1,MetMK1DRAFT_00004230,EHP69921.1,,205295,206119
GCA_000245195.2,GPBCAKMG_00003,GPBCAKMG_00003,,6789,7757
GCA_900109695.1,SAMN04488691_11443,SEM00564.1,,46375,48522
GCA_001560675.1,JCCFAKJJ_01173,JCCFAKJJ_01173,,85663,86847
GCA_000008665.1,AF_0072,AAB91154.1,,71266,71991
GCA_000685155.1,ANME2D_00640,KCZ73569.1,,582813,583571
GCA_000979825.1,DU62_10160,KKH05509.1,,17630,19867
GCA_000215995.1,PYCH_09670,AEH24652.1,,854457,855122
GCA_000016125.1,MmarC5_0773,ABO35083.1,,741641,741931
GCA_002498385.1,PLDGHLCE_00786,PLDGHLCE_00786,,7480,8289
GCA_001559965.1,BOJFONCB_02214,BOJFONCB_02214,,41511,41978
GCA_000784355.1,FHEJMPDJ_00431,FHEJMPDJ_00431,,12741,15173
GCA_002509305.1,GOEJEJPP_00078,GOEJEJPP_00078,,27190,27705
GCA_000303155.1,Ngar_c29420,AFU59860.1,,2298498,2298638
GCA_002726395.1,CMA66_06800,MBQ60232.1,,13645,14844
GCA_002494845.1,IDMPIBDE_01461,IDMPIBDE_01461,,315874,316164
GCA_002010155.1,KDDMKHMK_01711,KDDMKHMK_01711,,8995,12087
GCA_001560435.1,PKHHENCB_01263,PKHHENCB_01263,,33216,34133
GCA_000474235.1,MBEHAL_1755,GAD52995.1,,5156,5968
GCA_002498225.1,JFLDHFGF_00073,JFLDHFGF_00073,,61986,62474
GCA_000013445.1,Mhun_1375,ABD41115.1,,1573758,1574657
GCA_900095385.1,L21_1421,SCL75518.1,,4351,5013
GCA_000194625.1,Arcve_0776,AEA46792.1,,660733,662190
GCA_000306765.2,HFX_6314,AFK21436.1,,335230,336042
GCA_000979925.1,DU85_15770,KKH52450.1,,18156,19028
GCA_000016385.1,Pars_1130,ABP50708.1,,1025314,1026768
GCA_000970065.1,MSBR2_2169,AKB58685.1,,2849979,2851352
GCA_000189815.2,EIELJFNK_00519,EIELJFNK_00519,,36637,37431
GCA_000013725.1,Mbur_0599,ABE51570.1,,609520,610431
GCA_000979675.1,DU46_18780,KKG69164.1,,7429,8460
GCA_900079125.1,MBBA_0918,SAI87786.1,,884723,885874
GCA_001560245.1,KKDDGCAJ_01793,KKDDGCAJ_01793,,29125,29967
GCA_900107665.1,SAMN04488065_2954,SEA40028.1,,16626,18782
GCA_002215525.1,PGEJMNCI_00268,PGEJMNCI_00268,,231354,231965
GCA_001560645.1,AEPHJOEN_01072,AEPHJOEN_01072,,75217,76401
GCA_000019805.1,Tneu_0578,ACB39520.1,,528753,529664
GCA_000016125.1,MmarC5_0768,ABO35078.1,,734558,737020
GCA_002497395.1,MAMCNNDA_00391,MAMCNNDA_00391,,1037,1306
GCA_002634415.1,ANLMPLNA_01048,ANLMPLNA_01048,,44398,45309
GCA_001560375.1,EEHAGKII_01234,EEHAGKII_01234,,631134,631745
GCA_000979275.1,DU82_17835,KKH80448.1,,28274,30292
GCA_002010305.1,JIGLKENP_00084,JIGLKENP_00084,,70676,71644
GCA_000979125.1,DU60_01320,KKH25291.1,,216,644
GCA_002499825.1,DLBEHFPI_00293,DLBEHFPI_00293,,22427,22720
GCA_000980105.1,DU79_14350,KKH94642.1,,10705,11274
GCA_001560595.1,EINEJKDB_02345,EINEJKDB_02345,,74526,75362
GCA_001512365.1,KBNCIKLJ_00817,KBNCIKLJ_00817,,3207,3902
GCA_001512365.1,KBNCIKLJ_01411,KBNCIKLJ_01411,,138885,140102
GCA_000979265.1,DU80_19515,KKH83188.1,,10617,11066
GCA_000013445.1,Mhun_0740,ABD40493.1,,857053,857826
GCA_001266735.1,MsedE_1168,AKV83160.1,,1094414,1094674
GCA_000402935.1,DDDNNMAK_00043,DDDNNMAK_00043,,1158,1847
GCA_002116695.1,B6F84_00020,ARM74571.1,,3356,3964
GCA_001316045.1,IKCEDMHP_03002,IKCEDMHP_03002,,322,606
GCA_000979855.1,DU65_11735,KKH16221.1,,15401,16102
GCA_001683555.1,A9957_03850,OBZ34346.1,,50432,51112
GCA_001484685.1,ADU37_CDS18220,ALV63521.1,,1536288,1538645
GCA_000447865.2,JJAGBOJA_01340,JJAGBOJA_01340,,1370919,1371248
GCA_000970265.1,MSLAZ_0522,AKB73783.1,,635169,635987
GCA_001647085.1,A7C91_02535,ANF22186.1,,445649,446398
GCA_000446015.1,N186_00135,AGT34425.1,,22951,23148
GCA_000022485.1,YN1551_2113,ACP49134.1,,1881727,1883232
GCA_001316085.1,CIBGEIDD_02449,CIBGEIDD_02449,,2363,3127
GCA_001316205.1,BCDGHCHE_04040,BCDGHCHE_04040,,7727,8881
GCA_002502925.1,NGHCGJDK_00543,NGHCGJDK_00543,,64111,65679
GCA_001647085.1,A7C91_07600,ANF23044.1,,1387817,1388329
GCA_000024745.1,Ssol_0985,ACX91229.1,,926460,927068
GCA_000979745.1,DU59_17660,KKG88182.1,,6352,7569
GCA_000190315.1,VMUT_1487,ADY01692.1,,1472920,1475145
GCA_000337655.1,C490_04342,ELY71962.1,,8413,9096
GCA_000979825.1,DU62_08500,KKH14809.1,,73535,74617
GCA_002497395.1,MAMCNNDA_01033,MAMCNNDA_01033,,99195,99791
GCA_000223905.1,HAH_4167,AEM58842.1,,143197,145386
GCA_000245115.2,ELEAMKNB_00031,ELEAMKNB_00031,,27243,27947
GCA_000979675.1,DU46_18785,KKG69165.1,,8471,8761
GCA_002505535.1,BAMHNMGP_01283,BAMHNMGP_01283,,37226,38245
GCA_001717005.1,BDALANFB_00621,BDALANFB_00621,,15,563
GCA_000747605.1,HA72_1160,AIM27307.1,,1124106,1124870
GCA_000685155.1,ANME2D_00452,KCZ73386.1,,414078,414365
GCA_000245275.2,BBOLJCCI_00899,BBOLJCCI_00899,,844589,844894
GCA_000978945.1,DU49_19760,KKG31106.1,,953,2035
GCA_002214505.1,A3L11_06130,ASJ08822.1,,1139951,1140973
GCA_000979345.1,DU47_19850,KKF97854.1,,60469,63222
GCA_000979895.1,DU37_11715,KKH31132.1,,15392,15892
GCA_000306765.2,HFX_6320,AFK21442.1,,343164,344156
GCA_000023965.1,Hmuk_2838,ACV48943.1,,2720110,2721102
GCA_000979265.1,DU80_19520,KKH83189.1,,11071,13572
GCA_000430485.1,AEIHIJLH_01736,AEIHIJLH_01736,,155440,158025
GCA_001560245.1,KKDDGCAJ_01776,KKDDGCAJ_01776,,7499,8185
GCA_002508805.1,NGACKDAF_02076,NGACKDAF_02076,,17093,17989
GCA_000007065.1,MM_0564,AAM30260.1,,689273,690925
GCA_000970245.1,MSMAC_2676,AKB72566.1,,3302096,3302929
GCA_900196725.1,MNV_80012,SNQ62611.1,,6337,7380
GCA_002508805.1,NGACKDAF_00888,NGACKDAF_00888,,5487,7457
GCA_002508665.1,MIFEAEBD_02211,MIFEAEBD_02211,,185726,186019
GCA_002215485.1,NDPOHDCN_01890,NDPOHDCN_01890,,1709619,1710284
GCA_000364745.1,SiL_0502,AGJ61973.1,,463245,463892
GCA_002497365.1,GKALIOIL_01601,GKALIOIL_01601,,496845,497570
GCA_002287215.1,ASJ83_06290,PAV09618.1,,26124,27056
GCA_000978955.1,DU34_02565,KKG14594.1,,42030,42440
GCA_001316105.1,DLCHNIME_01068,DLCHNIME_01068,,5247,5783
GCA_002503565.1,BFIHCEDP_00690,BFIHCEDP_00690,,16345,17364
GCA_000979825.1,DU62_19545,KKH12776.1,,5991,6677
GCA_001315925.1,GCPPHECD_00754,GCPPHECD_00754,,15442,16257
GCA_000979995.1,DU74_09225,KKH57610.1,,88574,89395
GCA_002855455.1,CYV19_02250,PLK21677.1,,54,314
GCA_000341715.1,MmTuc01_0576,AGF95996.1,,577765,578439
GCA_001315825.1,KMAIBEBD_02231,KMAIBEBD_02231,,14830,15792
GCA_000494205.1,KLFKALOH_01224,KLFKALOH_01224,,4642,5580
GCA_000970165.1,MSMAW_0746,AKB39737.1,,899835,900512
GCA_000258425.1,FFONT_0060,AFH42054.1,,49880,51538
GCA_001552015.1,Nps_03145,AMD30026.1,,547574,548401
GCA_001316065.1,OGMKPEKF_01180,OGMKPEKF_01180,,23756,24334
GCA_000016385.1,Pars_1125,ABP50703.1,,1021605,1022225
GCA_001595815.1,AYK19_06965,KYK37514.1,,401,1102
GCA_000007225.1,PAE0207,AAL62626.1,,106776,107543
GCA_002509495.1,POINIJML_01939,POINIJML_01939,,135,398
GCA_000247545.1,Pogu_1106,AFA39133.1,,944610,945353
GCA_000508305.1,SUSAZ_10235,AHC52229.1,,1844901,1845800
GCA_002215305.1,ABJOBNHB_02851,ABJOBNHB_02851,,25438,25983
GCA_000508305.1,SUSAZ_01385,AHC50776.1,,234018,234629
GCA_001560115.1,CMGKDJEF_00555,CMGKDJEF_00555,,524368,525219
GCA_001316125.1,ICBEANHN_04053,ICBEANHN_04053,,5842,6672
GCA_900079115.1,SSOP1_1556,SAI85110.1,,1372123,1372881
GCA_000979765.1,DU68_00045,KKG98301.1,,504,1721
GCA_001481635.1,ATZ20_11035,ALU32627.1,,2110951,2111856
GCA_000151085.1,ABOONEI_2498,EDY34286.1,,12288,13253
